inspection_id,date,school_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks
INSP01948,2025/11/04,S0221,True,Functional,Yes,1,1,Wahab Nadig,Toilets locked
INSP02015,22/08/2025,SCH0162,True,True,haan,Nahi hai,False,Isaac Verma,Toilets locked
INSP02164,23-Jan-2026,SCH0093,True,Working,True,False,No,Chameli Ravel,No remarks
INSP01840,12.03.2026,S0388,True,,True,na,Under Repair,Laksh Puri,Toilets locked
INSP00322,25-Aug-2025,SCH-0408,True,Nahi,Y,False,True,Harrison Sharaf,Toilets locked
INSP01427,25.04.2025,SCH-0474,True,True,H,True,False,Siddharth Rajagopalan,Average
INSP02426,2025/07/14,SCH-0567,True,False,True,Available,Y,Jack Thaker,Average
INSP01610,30.08.2025,SCH-0406,True,Nahi hai,,Y,No,Abhiram Kapadia,
INSP00424,2025/10/22,S0072,True,H,True,Hai,na,Jonathan Murty,Needs repair
INSP01413,09-May-2025,S0543,True,True,1,False,1,Jairaj Buch,
INSP00068,08/05/2025,SCH0361,True,Working,True,False,True,Wahab Vala,
INSP02294,07-Mar-2026,S0319,True,True,Hai,True,False,Yashica Chatterjee,Toilets locked
INSP01619,09-13-2025,SCH0001,N,1,,Nahi hai,False,Devika Walia,Toilets locked
INSP02607,17.01.2026,sch_0046,True,False,,True,False,Yuvraj Dey,Average
INSP00032,2025/05/28,SCH0556,Yes,1,haan,True,Functional,Sai Rana,Good condition
INSP02679,2025-12-05,SCH0412,N,Functional,True,False,,Samesh Koshy,Good condition
INSP00528,2025-08-11,SCH0415,na,True,True,True,True,Ekavir Jayaraman,
INSP02288,12-12-2025,SCH0332,True,True,True,Nahi hai,Y,Geetika Chatterjee,Average
INSP00458,14-Jan-2026,SCH0311,Haan,True,True,Hai,No,Zansi Dhar,No remarks
INSP02659,02-12-2026,SCH0175,H,True,haan,Nahi,N,Michael Doctor,Average
INSP02902,19.04.2025,SCH0217,1,True,H,Y,True,Chasmum Sheth,
INSP02454,28-Jun-2025,SCH-0341,Y,True,1,Not Available,na,,No remarks
INSP02919,01-08-2026,SCH0463,Yes,haan,Y,True,True,Gaurika Acharya,Good condition
INSP00863,22/06/2025,SCH0195,Nahi,True,True,Yes,True,Caleb Thaman,Good condition
INSP02675,12-05-2025,SCH0065,True,Available,True,Under Repair,Working,Lavanya Chad,Needs repair
INSP00167,01-03-2026,sch_0002,H,True,Working,Yes,True,Ekapad Bandi,Average
INSP00125,09.08.2025,SCH0213,False,Y,True,haan,0,Yashica Dhar,Average
INSP02595,07-04-2025,sch_0201,True,Haan,True,Hai,False,,Good condition
INSP00683,02-Jun-2025,SCH-0075,False,True,haan,False,Nahi,Aarna Khalsa,Average
INSP02330,2025/07/18,SCH0296,False,Haan,True,False,True,Manya Vasa,Average
INSP00573,26-May-2025,SCH0521,False,Not Available,False,True,H,Hema Badal,Toilets locked
INSP01199,2025-12-16,SCH-0448,True,,True,True,False,Gaurav Ramaswamy,Toilets locked
INSP01090,03-05-2026,SCH0425,True,True,True,haan,,Sneha Bhalla,
INSP01360,13/07/2025,sch0168,Hai,1,H,True,Functional,Triya Dewan,Toilets locked
INSP02365,2025/07/03,SCH0260,True,haan,Yes,True,Working,Chanakya Manne,Good condition
INSP00507,09-Nov-2025,sch_0570,True,True,True,True,1,Anamika Parmar,Average
INSP01273,2025-12-23,SCH0191,True,True,True,True,H,Aachal Garg,Good condition
INSP02712,20/05/2025,sch0016,Available,False,True,Hai,True,Jacob Dani,Toilets locked
INSP02046,12.04.2025,sch_0228,Under Repair,No,1,True,Yes,Warda Mander,Needs repair
INSP01711,07-07-2025,SCH-0017,N,Y,1,H,True,Yamini Venkataraman,
INSP02871,25/05/2025,SCH-0126,Hai,H,True,na,False,Devansh Jaggi,Average
INSP02468,2025-08-07,SCH0528,Yes,Y,True,True,True,Arjun Dyal,Toilets locked
INSP00931,11.09.2025,S0040,True,True,True,True,Nahi hai,Chaitanya Palla,No remarks
INSP00177,27.01.2026,SCH0137,True,N,False,Nahi,,Shivani Dutt,Good condition
INSP00595,23/04/2025,SCH0586,Available,H,haan,True,True,Upadhriti Parmar,Good condition
INSP01564,2025/07/14,SCH0588,haan,True,True,Y,1,Patrick Pant,
INSP02031,10-03-2025,SCH0018,False,True,False,Broken,True,Madhav Dass,Needs repair
INSP02452,2025/12/26,sch_0043,Hai,Available,Hai,True,False,Ikbal Viswanathan,
INSP01002,27.10.2025,SCH0208,True,Y,True,True,Under Repair,Harsh Jani,Toilets locked
INSP01232,2025/04/24,SCH-0471,Nahi hai,Hai,True,,Haan,David Sant,Average
INSP00802,06-17-2025,sch_0517,True,False,True,Nahi hai,True,Advay Dugal,No remarks
INSP00434,2026-02-22,S0535,True,H,H,False,True,Nicholas Guha,No remarks
INSP00081,09-06-2025,sch0314,Haan,False,True,Haan,False,Kamya Sandhu,Good condition
INSP02263,16/06/2025,S0494,Kharab,Yes,,Functional,False,Krishna Dash,Average
INSP01197,2026/01/10,sch_0073,True,True,,False,False,Zaid Ram,Toilets locked
INSP02094,04/06/2025,sch_0431,H,Working,haan,Haan,Nahi,Urvashi Mane,No remarks
INSP00417,25.10.2025,SCH0200,1,True,na,Nahi hai,True,Pranit Luthra,Toilets locked
INSP02957,2025-09-24,SCH0212,True,True,True,True,True,Jalsa Choudhry,No remarks
INSP00496,23-Jan-2026,SCH-0380,Yes,Haan,False,N,Hai,Sanya Bava,Toilets locked
INSP01628,2025/09/25,sch0044,True,True,haan,H,N,Karan D’Alia,Good condition
INSP00938,11-Jun-2025,S0053,Hai,True,Haan,No,False,Advika Garde,Toilets locked
INSP02885,24-Aug-2025,SCH0225,Yes,Yes,True,Working,Working,Ranbir Rajagopalan,Average
INSP00371,28/09/2025,sch0214,No,True,True,True,False,Samarth Patla,Needs repair
INSP01548,2025-06-20,SCH0224,True,N,True,haan,Kharab,Fitan Upadhyay,Toilets locked
INSP01695,2025-05-25,sch0577,False,Available,Yes,,False,Chaaya Boase,Good condition
INSP01941,2025-06-30,SCH0478,True,False,1,False,True,Vasatika Jayaraman,Toilets locked
INSP01787,03.04.2025,sch0258,haan,True,Nahi,True,Not Available,Jagat Sachar,Average
INSP01927,2026-02-09,SCH0053,Yes,na,True,True,Haan,Vinaya Pau,Needs repair
INSP01573,2025-05-22,sch0553,True,0,Available,Working,True,Chatresh Devi,Toilets locked
INSP02196,2025-04-08,SCH0194,False,1,na,True,No,Tejas Subramaniam,
INSP00839,15.11.2025,SCH0552,True,Nahi hai,True,H,False,Banjeet Nigam,Toilets locked
INSP01243,04/02/2026,SCH0269,True,True,Functional,1,N,Hardik Anne,Good condition
INSP01865,2025-06-30,SCH0387,,Functional,False,H,True,Panini Raja,Average
INSP00142,25-Sep-2025,SCH0510,Under Repair,False,True,True,Nahi,Mugdha Dugal,Average
INSP01207,11-01-2025,sch0036,Haan,,Nahi,True,Y,Yauvani Karan,No remarks
INSP01728,06.11.2025,S0252,0,True,True,,Nahi,Wriddhish Rege,
INSP01481,04/04/2025,SCH-0032,1,Nahi hai,,,True,Raksha Rajagopal,
INSP01937,21-May-2025,SCH0523,True,,Hai,True,Nahi,Agastya Patla,Average
INSP01939,20-Dec-2025,SCH-0241,False,Y,H,True,True,Sathvik Agate,Toilets locked
INSP00533,2026/01/08,SCH0135,Haan,False,haan,Hai,True,Harita Mukherjee,Needs repair
INSP02895,2025-12-01,SCH0104,True,haan,Yes,Working,False,Hardik Bir,Good condition
INSP02245,09-Oct-2025,sch_0253,True,True,Nahi hai,True,Nahi hai,Omkaar Kothari,No remarks
INSP00655,13/01/2026,sch_0121,True,True,Y,True,1,Yatin Mann,No remarks
INSP02413,12/05/2025,SCH0157,haan,,haan,False,False,Aishani Bumb,No remarks
INSP00412,2025-04-02,sch_0426,Y,True,Not Available,True,False,Anirudh Ganesh,Needs repair
INSP00901,10/12/2025,0096,haan,True,No,Hai,Available,Neel Roy,
INSP00178,24/10/2025,sch0112,Working,Broken,0,False,,Inaya Batta,Needs repair
INSP00928,07/03/2026,SCH0085,Kharab,H,True,Not Available,True,Yashoda Halder,No remarks
INSP02887,2025-10-16,SCH0295,True,True,True,False,True,Gabriel Doctor,Average
INSP02535,22.02.2026,sch_0228,True,True,True,Hai,False,Zansi Varty,Toilets locked
INSP01821,12/12/2025,SCH0457,Available,Nahi hai,True,,Working,Darpan Dara,Toilets locked
INSP01000,20/10/2025,SCH-0210,Y,True,True,,False,Jasmit Bora,Toilets locked
INSP02345,21-Dec-2025,sch_0007,True,Hai,True,Yes,Y,Jagvi Borde,Good condition
INSP00480,2025-04-08,S0216,False,False,True,N,No,Damini Jha,Good condition
INSP00184,13/06/2025,SCH0332,Nahi,Hai,1,True,False,Ekbal Ranganathan,Toilets locked
INSP00696,27/06/2025,SCH0441,False,Hai,True,Y,True,Krishna Kale,Average
INSP01158,11/04/2025,sch_0489,True,Working,haan,,Kharab,Neel Dutta,Toilets locked
INSP00671,07-25-2025,SCH-0350,False,,True,Functional,False,Veda Korpal,Needs repair
INSP00606,13-Jul-2025,sch_0261,No,Hai,Yes,Nahi,,Mekhala Verma,
INSP02272,07-28-2025,sch_0277,Functional,Haan,H,True,Nahi hai,Janaki Shetty,No remarks
INSP01799,25/04/2025,SCH0421,1,True,Hai,Under Repair,True,Warda Kade,No remarks
INSP00760,21.09.2025,sch_0181,Under Repair,1,True,H,Under Repair,Kashvi Chander,Good condition
INSP02875,06-03-2025,SCH0239,Available,haan,True,False,Nahi hai,Arya Dey,Good condition
INSP00686,12.12.2025,SCH-0268,True,True,,True,True,Chanakya Raval,Needs repair
INSP00487,2026-03-19,SCH0291,Working,Hai,Yes,1,True,Aarini Joshi,Average
INSP01579,07-08-2025,SCH-0142,True,Working,Haan,H,No,Omaja Bhasin,Needs repair
INSP00394,2025-10-05,sch0114,1,True,True,True,True,Dhruv Jain,Needs repair
INSP01152,27/05/2025,SCH-0430,True,True,Under Repair,No,True,Laban Doshi,
INSP02029,28/02/2026,SCH0463,Yes,haan,True,True,False,,Needs repair
INSP02862,30/09/2025,sch_0350,True,Yes,Haan,,Y,Reyansh Uppal,Good condition
INSP00163,2025/10/09,0005,False,True,True,N,False,Anvi Sani,Average
INSP01223,06-15-2025,sch_0325,haan,True,1,True,False,Girik Tella,Good condition
INSP01916,10-03-2025,SCH0302,N,Yes,False,True,False,Balveer Bhatt,Toilets locked
INSP01049,05-Sep-2025,sch_0416,Hai,H,Functional,True,haan,Leela Gera,Average
INSP00431,2025-08-30,SCH-0582,Available,True,False,True,True,Chakradev Contractor,No remarks
INSP01104,2025/10/12,SCH-0386,Yes,Working,Nahi hai,na,Broken,Utkarsh Sarin,Good condition
INSP00439,09-05-2025,0279,Available,True,Y,True,True,Rachana Aggarwal,No remarks
INSP01884,2025-09-05,sch0133,False,Hai,True,haan,False,Aarini Sandal,No remarks
INSP01226,2026-01-30,SCH0070,Under Repair,1,True,Hai,False,Neha Yadav,Average
INSP02032,10-13-2025,SCH0497,True,True,True,True,Nahi hai,Yoshita Konda,
INSP01037,11-13-2025,sch_0322,Working,H,1,H,Haan,Krish Divan,Average
INSP01076,2025-10-02,SCH-0024,Nahi hai,True,True,True,1,,No remarks
INSP01749,05/02/2026,SCH-0301,H,,False,True,,,Toilets locked
INSP00031,06/06/2025,SCH0159,Haan,Yes,na,na,True,Noah Misra,Average
INSP02021,05/06/2025,SCH0019,True,True,na,True,False,Faras Behl,Needs repair
INSP02103,2025-08-18,0526,True,True,1,H,False,,
INSP00963,2025-10-18,S0375,1,True,,False,Not Available,Tanvi Seth,
INSP02285,2026/01/27,SCH0593,True,H,haan,na,1,Saumya Suri,
INSP00174,15.12.2025,SCH0093,True,True,H,True,Nahi,Vedika Chacko,Toilets locked
INSP02213,2025/12/15,0411,False,False,1,Nahi,Not Available,Gaurika Bail,Good condition
INSP00297,2026-01-26,SCH0018,True,Available,Working,False,1,Ayush Anne,No remarks
INSP00326,2026-02-10,sch_0180,True,Functional,False,True,1,Daksha Gole,No remarks
INSP01290,10-11-2025,SCH-0102,1,Hai,H,True,Broken,Nikita Baria,No remarks
INSP00507,09-Nov-2025,sch_0570,True,True,True,True,1,Anamika Parmar,Average
INSP00280,2025/06/29,SCH0138,N,Haan,Haan,False,No,Triya Chaudhuri,No remarks
INSP02655,2026-02-20,SCH-0117,Hai,haan,Nahi hai,Nahi,False,Aarav Mannan,
INSP02414,08-Aug-2025,SCH0417,Y,True,haan,No,Y,Mason Kara,Average
INSP01984,14.09.2025,SCH0383,Kharab,True,True,False,False,Aditya Kar,Needs repair
INSP00813,2025/10/28,SCH0506,Y,True,haan,Hai,False,Gautam Divan,Average
INSP01217,25.04.2025,SCH0455,False,True,Haan,Nahi hai,Hai,Upasna Rao,No remarks
INSP02617,2025-05-15,sch0155,haan,N,True,False,False,Kabir Borde,Good condition
INSP00701,11/09/2025,SCH0078,False,haan,True,True,True,Benjamin Jani,No remarks
INSP00558,21-Aug-2025,sch0236,False,Nahi hai,Haan,False,Functional,Baljiwan Yohannan,No remarks
INSP01899,21-Sep-2025,sch0184,True,Hai,True,True,False,Mitali Singh,No remarks
INSP02518,2025/09/30,SCH-0344,True,True,Yes,False,True,Zayyan Varughese,Needs repair
INSP01512,2025/11/30,SCH-0487,Available,Haan,True,True,,Yashawini Seth,Good condition
INSP00074,18.07.2025,SCH0365,True,,1,True,Functional,Raagini Krish,Average
INSP02255,2025/10/18,SCH0270,Working,True,Haan,1,No,Lavanya Subramanian,Toilets locked
INSP00049,07.05.2025,SCH-0083,Hai,True,H,Available,haan,Brijesh Mallick,Good condition
INSP00603,20-Mar-2026,sch0058,True,False,True,False,True,Zinal Kant,No remarks
INSP00681,28.01.2026,SCH-0239,True,haan,Broken,True,False,Vinaya Dayal,No remarks
INSP01452,11-24-2025,SCH-0218,True,H,True,False,Available,Gopal Sridhar,No remarks
INSP01903,24.09.2025,SCH0056,True,True,Functional,False,Hai,Aarini Kapadia,Average
INSP02406,16.01.2026,SCH-0269,,Working,0,Y,False,Fariq Garg,
INSP01445,11/06/2025,sch_0177,Y,Functional,haan,False,Y,Shravya Srinivas,No remarks
INSP02878,23.12.2025,sch0317,True,haan,na,Functional,False,Darpan Bala,Toilets locked
INSP01578,20/09/2025,SCH-0524,Kharab,True,True,False,H,Zaid Brar,Good condition
INSP00403,20/04/2025,sch_0590,1,,haan,True,True,Orinder Sarna,Needs repair
INSP01746,2026-02-06,SCH0303,True,na,True,False,False,Tarak Rattan,Needs repair
INSP02755,09-Apr-2025,SCH0029,True,True,haan,Available,True,,Needs repair
INSP01555,2026-02-15,SCH0078,False,Y,True,Kharab,Kharab,Avi Om,Good condition
INSP02738,09.12.2025,sch0201,1,,True,False,False,Chavvi Datta,Good condition
INSP01212,2025-10-04,SCH0380,1,haan,False,True,N,Ayushman Saxena,Toilets locked
INSP02561,2025/07/22,SCH0571,False,True,1,Working,Nahi,Mekhala Goyal,Average
INSP02270,2026/01/19,SCH0268,True,,No,Kharab,Available,Indali Peri,Good condition
INSP02237,30.12.2025,sch0357,True,True,Not Available,Working,Yes,Warda Nair,Average
INSP01513,12.01.2026,SCH0467,H,Y,No,Haan,False,Hemang Krishnamurthy,Average
INSP02356,12/07/2025,S0030,haan,Hai,Working,True,True,Ishani Doctor,Needs repair
INSP01875,2025-12-02,SCH0556,True,Haan,,haan,No,Urvi Loyal,No remarks
INSP01012,04.11.2025,SCH0185,Y,True,True,Functional,True,Neha Doctor,Average
INSP01072,04/03/2026,sch_0258,True,True,False,Hai,Nahi,Daksh Sarma,
INSP00680,2025-12-18,SCH-0443,False,1,na,False,False,Ethan Kurian,Good condition
INSP01712,2025-06-30,SCH0563,False,,True,Hai,0,Lucky Wadhwa,Average
INSP00325,03.07.2025,SCH0447,Yes,False,Hai,Nahi hai,Functional,Krishna Saxena,Toilets locked
INSP00820,16.01.2026,SCH0307,True,True,1,False,False,Rachita Wable,Average
INSP01489,2025-11-01,sch_0055,True,False,True,True,Nahi,Samarth Hayre,
INSP01812,2026/01/29,SCH0434,Y,True,True,False,Y,Arya Dara,Good condition
INSP00811,29.10.2025,SCH0585,False,0,Kharab,Haan,True,Chasmum Vyas,
INSP01973,28.11.2025,sch_0396,Functional,Nahi,H,True,Yes,Sathvik Acharya,
INSP02840,2025/04/18,SCH0232,True,True,True,False,True,,Needs repair
INSP02212,2026/03/29,SCH0046,1,True,True,Haan,Under Repair,Ekantika Manne,No remarks
INSP01129,2025-11-16,SCH0032,Yes,False,True,False,Available,Harish Vohra,Needs repair
INSP00502,06.07.2025,SCH-0297,haan,Haan,haan,False,Working,,
INSP02642,13-Aug-2025,sch0003,H,,Yes,False,False,Bhavini Wagle,Toilets locked
INSP02125,08-Nov-2025,SCH0076,True,Available,True,True,Hai,Guneet Wali,No remarks
INSP02828,2025/07/05,SCH-0126,False,False,Haan,False,False,Elijah Sen,Average
INSP00240,2025-11-07,S0029,Working,False,True,Y,haan,Vanya Sem,No remarks
INSP00762,2025-05-16,SCH0543,Nahi hai,Functional,Hai,No,na,,Good condition
INSP01717,2025/12/15,SCH0390,False,True,True,Under Repair,1,Chandran Kapadia,Good condition
INSP01229,03.08.2025,SCH0125,Available,Hai,,False,Yes,Prisha Bhat,Average
INSP01473,16-Oct-2025,sch0221,True,True,True,Working,True,Arunima Thakkar,Average
INSP00953,2025/10/27,SCH0133,True,True,True,False,True,Oeshi Bhatia,No remarks
INSP01262,22/07/2025,sch0195,Hai,Y,False,Hai,Haan,Joshua Sastry,Toilets locked
INSP02307,22/03/2026,SCH0141,Y,False,Available,N,True,Maya Behl,Average
INSP01654,2025-04-11,SCH0554,,True,na,True,na,Praneel Jani,Average
INSP01045,15-Feb-2026,sch_0366,False,haan,False,True,True,Ekta Goel,Average
INSP01478,16-Jan-2026,SCH-0502,False,Haan,Working,,Under Repair,Abha Memon,No remarks
INSP00512,2026/03/02,S0467,,No,False,Working,Working,Udyati Koshy,
INSP01361,26-Mar-2026,SCH0572,Hai,True,False,H,False,Bhavani Prabhakar,Needs repair
INSP02141,15-Oct-2025,SCH0513,False,True,1,True,haan,Ekaja Bal,No remarks
INSP00841,03-08-2026,0044,Working,True,Haan,Working,False,,
INSP02176,22.02.2026,0155,True,Available,1,1,False,Netra Sule,No remarks
INSP01831,12-10-2025,S0181,,Yes,True,True,False,Vrinda Comar,Good condition
INSP02769,2025-11-21,SCH0018,1,False,True,False,False,Qarin Dhingra,
INSP00638,2025-09-23,SCH-0120,1,Haan,haan,True,True,Tanvi Gaba,Good condition
INSP01950,2025-09-29,SCH0080,True,False,No,na,True,Zinal Buch,
INSP02954,2025/04/07,SCH0065,Yes,1,1,True,Working,Nisha Manda,Needs repair
INSP01722,07-Feb-2026,SCH0268,True,True,True,True,True,Ridhi Ahuja,Good condition
INSP00600,2025/05/26,sch_0008,False,True,True,True,1,Zayyan Om,No remarks
INSP01475,12-21-2025,sch_0235,Available,Functional,,1,True,Anita Acharya,Good condition
INSP02135,03-17-2026,0131,True,na,Functional,Yes,Haan,Sneha Shanker,No remarks
INSP02602,11-11-2025,sch0514,Yes,False,True,No,,,
INSP00109,01/09/2025,SCH0002,Haan,True,True,True,False,Sai Sarma,Good condition
INSP02401,02/07/2025,SCH0117,Hai,False,Haan,False,Under Repair,,
INSP01583,2025-12-01,sch0590,Working,False,True,N,False,Guneet Pai,Average
INSP00319,2026-01-22,sch_0477,Under Repair,haan,True,Yes,Nahi hai,Ladli Buch,Good condition
INSP02983,2026-03-20,sch_0229,Haan,Working,True,na,0,,Good condition
INSP02725,23-Mar-2026,SCH0281,True,True,True,True,Working,,Needs repair
INSP01095,04-17-2025,sch0469,True,Haan,True,True,Y,Ronith Kakar,Needs repair
INSP01695,2025-05-25,sch0577,False,Available,Yes,,False,Chaaya Boase,Good condition
INSP00569,2025/06/15,sch_0449,No,True,N,0,False,Vasana Dugar,
INSP02687,2025/12/26,SCH0202,True,haan,True,False,Haan,Widisha Bhatti,Needs repair
INSP02298,27/11/2025,SCH0085,1,haan,Y,True,,Madhavi Talwar,Needs repair
INSP02872,2025/10/01,SCH0148,Y,True,True,True,True,Fiyaz Puri,No remarks
INSP01546,2025-06-29,SCH0052,Nahi,Haan,True,False,No,Hemang Dar,Needs repair
INSP02974,2026-02-19,0569,True,1,Y,haan,Not Available,Gunbir Khare,Good condition
INSP01925,06-Feb-2026,sch0393,True,Hai,False,Y,False,Gaurang Pandey,Toilets locked
INSP02692,04/06/2025,SCH0189,,True,Y,False,Haan,Watika Toor,Average
INSP02805,10-May-2025,SCH-0337,Hai,True,True,False,Kharab,,Good condition
INSP01469,2025-09-21,sch0230,Yes,True,True,True,True,Janya Baral,Average
INSP00057,30.06.2025,SCH0456,True,,N,Yes,No,Wriddhish Merchant,
INSP01789,21-Jan-2026,SCH0547,True,Y,True,Haan,True,Quincy Thaker,No remarks
INSP02275,27.03.2026,sch0474,True,Working,Y,Y,False,Zayan Vig,Toilets locked
INSP02131,2025-05-26,sch0354,Available,H,Hai,False,Nahi hai,Charles Prashad,
INSP02197,2025/08/02,S0131,,haan,Haan,haan,False,Dhriti Kanda,Needs repair
INSP00469,19/05/2025,S0416,True,True,N,False,H,Isha Solanki,Average
INSP01886,17.02.2026,SCH-0564,Yes,Yes,Y,0,True,Vinaya Nagar,No remarks
INSP00941,24.10.2025,0310,Y,Haan,Yes,na,False,Girik Butala,
INSP00536,24/06/2025,SCH0141,1,True,True,False,True,Omisha Sankaran,Toilets locked
INSP01428,01-21-2026,SCH-0140,Yes,True,H,True,True,Kavya Lall,Average
INSP00555,08-16-2025,SCH0197,True,Functional,Nahi hai,na,Not Available,Yashodhara Mammen,Needs repair
INSP02621,2025-04-26,SCH0101,H,True,True,0,Nahi hai,Ekantika Oommen,Average
INSP02211,02-Jun-2025,SCH0566,True,True,Available,False,0,Rajeshri Mohan,Toilets locked
INSP02536,02-14-2026,0466,Working,True,False,,Nahi hai,Forum Sachdev,
INSP00692,04.10.2025,SCH0355,True,True,1,True,,Isaiah Bali,No remarks
INSP00070,15/02/2026,SCH0496,False,Haan,Yes,N,Y,Vasana Mahajan,Good condition
INSP02764,26.02.2026,sch_0433,,na,True,False,True,Omya Karan,Average
INSP01740,20/07/2025,sch0394,,H,True,False,na,Hema Khosla,
INSP00437,18/03/2026,S0438,True,,True,True,True,Jagat Sawhney,Good condition
INSP02122,08/12/2025,SCH0553,False,na,Working,Yes,0,Liam Tata,Needs repair
INSP00267,2025-12-26,SCH0482,True,True,Functional,False,False,Manthan Maharaj,Needs repair
INSP01004,2026/03/29,SCH-0145,Available,True,Haan,haan,1,Chatura Ben,Toilets locked
INSP01254,07-19-2025,sch_0379,True,1,H,,Available,Anmol Puri,Needs repair
INSP00566,04-04-2025,SCH-0304,Broken,Y,False,False,True,Isaiah Nayar,Needs repair
INSP00314,07-27-2025,sch0189,True,1,No,Working,True,,Good condition
INSP00234,24-Nov-2025,0340,Y,True,1,True,Nahi hai,,No remarks
INSP02381,2025/12/07,sch_0273,True,1,Y,,False,Samesh Bala,Good condition
INSP00735,08/06/2025,SCH0481,True,True,True,Y,No,Aryan Seth,
INSP01378,2025/04/10,SCH0030,True,Working,1,No,False,Mahika Sarkar,Needs repair
INSP00112,30.06.2025,sch_0399,True,H,Kharab,True,0,Anusha Kalita,Needs repair
INSP01345,05-Nov-2025,SCH0236,True,Y,True,Functional,Kharab,Ishita Deep,
INSP01506,2025-04-16,SCH-0055,Yes,False,True,H,False,Advika Ahuja,No remarks
INSP01053,04.04.2025,SCH0468,True,True,True,haan,False,Chameli Gour,
INSP02321,11-Jul-2025,SCH-0528,True,Hai,Kharab,,True,Balendra Saxena,Good condition
INSP02043,2025-12-21,SCH-0141,False,True,True,False,False,Alexander Sami,Toilets locked
INSP00473,14/08/2025,SCH-0183,1,Haan,True,na,na,Henry Hayre,Needs repair
INSP01377,2025/11/12,SCH0389,False,Hai,True,Available,Not Available,Dalbir Keer,
INSP01614,2025-06-10,SCH0483,Available,True,Available,False,False,Ekta Kari,Good condition
INSP01178,2025/07/13,SCH0211,Working,True,True,1,na,Aishani Behl,
INSP01753,2025/06/25,SCH-0344,Hai,,Functional,True,True,Dalbir Patel,Needs repair
INSP01374,20/02/2026,SCH0430,True,H,na,True,False,Qushi Bhandari,
INSP02210,05-23-2025,S0214,Yes,True,True,Nahi,Working,Oeshi Kuruvilla,Toilets locked
INSP01341,21.09.2025,sch_0238,True,False,H,Nahi hai,Nahi hai,Qabil Dubey,Needs repair
INSP00747,27-Nov-2025,sch0027,True,True,True,True,1,Darsh Raja,No remarks
INSP02003,18.10.2025,S0009,True,Yes,True,Nahi hai,,Aradhana Parmar,Toilets locked
